ENDPOS5 (UnityEngine.Transform),1,Controller (right),4.077778
ENDPOS3 (UnityEngine.Transform),1.75,Controller (right),8.2
ENDPOS4 (UnityEngine.Transform),1.25,Controller (right),12.42222
ENDPOS5 (UnityEngine.Transform),1.75,ENDPOS5,15.85556
ENDPOS4 (UnityEngine.Transform),1.25,Controller (right),19.64445
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),22.41111
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,26.81111
ENDPOS2 (UnityEngine.Transform),1.75,Controller (right),29.61111
ENDPOS1 (UnityEngine.Transform),1.75,Controller (right),33.87778
ENDPOS1 (UnityEngine.Transform),1.75,Controller (right),36.34444
ENDPOS1 (UnityEngine.Transform),1,Controller (right),40.84444
ENDPOS2 (UnityEngine.Transform),1,Controller (right),43.22222
ENDPOS5 (UnityEngine.Transform),1,Controller (right),46.44445
ENDPOS2 (UnityEngine.Transform),1.75,Controller (right),50.37778
ENDPOS5 (UnityEngine.Transform),1,Controller (right),55.34444
ENDPOS5 (UnityEngine.Transform),2,ENDPOS5,57.22223
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),62.12222
ENDPOS2 (UnityEngine.Transform),1.25,Controller (right),65.12222
ENDPOS3 (UnityEngine.Transform),1.75,Controller (right),67.97778
ENDPOS3 (UnityEngine.Transform),1.75,ENDPOS3,71.18889
ENDPOS3 (UnityEngine.Transform),1.5,Controller (right),75.58889
ENDPOS2 (UnityEngine.Transform),2,Controller (right),80.33334
ENDPOS4 (UnityEngine.Transform),1.5,ENDPOS4,85.01112
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),87.14445
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,90.57778
ENDPOS4 (UnityEngine.Transform),1.75,ENDPOS4,95.08889
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),97.64445
ENDPOS2 (UnityEngine.Transform),2,ENDPOS2,99.53333
ENDPOS2 (UnityEngine.Transform),2,Controller (right),101.9778
ENDPOS2 (UnityEngine.Transform),1.25,Controller (right),106.4445
ENDPOS1 (UnityEngine.Transform),1,Controller (right),111.0333
ENDPOS1 (UnityEngine.Transform),2,Controller (right),114.2889
ENDPOS4 (UnityEngine.Transform),1.75,ENDPOS4,117.7444
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),120.8
ENDPOS3 (UnityEngine.Transform),1,Controller (right),125.2111
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),129.3111
ENDPOS3 (UnityEngine.Transform),2,ENDPOS3,132.6667
ENDPOS3 (UnityEngine.Transform),1,Controller (right),135.7111
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),138.6222
ENDPOS5 (UnityEngine.Transform),2,Controller (right),141.7111
ENDPOS5 (UnityEngine.Transform),1.75,Controller (right),145.1556
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),150.0444
ENDPOS2 (UnityEngine.Transform),1,Controller (right),154.1222
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),158.4333
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),161.0111
ENDPOS5 (UnityEngine.Transform),1.75,Controller (right),165.3222
ENDPOS5 (UnityEngine.Transform),2,Controller (right),169.6778
ENDPOS3 (UnityEngine.Transform),1,Controller (right),173.7889
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),177.9111
ENDPOS4 (UnityEngine.Transform),1.75,ENDPOS4,181.1
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),183.3556
ENDPOS1 (UnityEngine.Transform),1.75,Controller (right),187.3
ENDPOS1 (UnityEngine.Transform),2,ENDPOS1,192.0111
ENDPOS3 (UnityEngine.Transform),1.75,ENDPOS3,196.8222
ENDPOS4 (UnityEngine.Transform),1.75,ENDPOS4,199.9778
ENDPOS1 (UnityEngine.Transform),1,Controller (right),202.7667
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),204.4667
ENDPOS5 (UnityEngine.Transform),1,Controller (right),208.8111
ENDPOS1 (UnityEngine.Transform),1.75,Controller (right),212.8889
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),216.9111
ENDPOS2 (UnityEngine.Transform),1.5,Controller (right),220.7111
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),224.6889
ENDPOS2 (UnityEngine.Transform),1.5,Controller (right),227.3111
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),231.5889
ENDPOS1 (UnityEngine.Transform),2,Controller (right),236.3889
ENDPOS4 (UnityEngine.Transform),1,Controller (right),241.2444
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),244.5778
ENDPOS1 (UnityEngine.Transform),2,Controller (right),247.6
ENDPOS2 (UnityEngine.Transform),1.25,Controller (right),252.8111
ENDPOS4 (UnityEngine.Transform),1,Controller (right),258.0222
ENDPOS2 (UnityEngine.Transform),1,Controller (right),261.4889
ENDPOS2 (UnityEngine.Transform),2,ENDPOS2,264.8889
ENDPOS5 (UnityEngine.Transform),2,Controller (right),269.2667
ENDPOS2 (UnityEngine.Transform),1.25,Controller (right),273.6889
ENDPOS2 (UnityEngine.Transform),1,Controller (right),276.4889
ENDPOS3 (UnityEngine.Transform),1.5,Controller (right),278.3778
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),283.1778
ENDPOS5 (UnityEngine.Transform),1.75,Controller (right),286.2778
ENDPOS2 (UnityEngine.Transform),1.75,Controller (right),291.3
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),294.8667
ENDPOS2 (UnityEngine.Transform),1.5,Controller (right),298.3778
ENDPOS3 (UnityEngine.Transform),2,ENDPOS3,301.4
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),304.7111
ENDPOS3 (UnityEngine.Transform),1.5,Controller (right),308.5778
ENDPOS4 (UnityEngine.Transform),1,Controller (right),313.2667
ENDPOS4 (UnityEngine.Transform),1,Controller (right),316.2333
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,319.8111
ENDPOS2 (UnityEngine.Transform),1.5,Controller (right),324.9333
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,327.0889
ENDPOS3 (UnityEngine.Transform),2,ENDPOS3,329.6667
ENDPOS4 (UnityEngine.Transform),1.5,Controller (right),332.7222
ENDPOS4 (UnityEngine.Transform),1.25,Controller (right),337.3556
ENDPOS2 (UnityEngine.Transform),1.75,ENDPOS2,339.2444
ENDPOS4 (UnityEngine.Transform),1.5,ENDPOS4,343.6222
ENDPOS1 (UnityEngine.Transform),1,Controller (right),346.1889
ENDPOS4 (UnityEngine.Transform),1.5,ENDPOS4,348.4778
,Controller (right),348.4778
ENDPOS4 (UnityEngine.Transform),1.25,Controller (right),352.2556
ENDPOS3 (UnityEngine.Transform),1.5,Controller (right),355.3111
ENDPOS3 (UnityEngine.Transform),1,ENDPOS3,359.8778
ENDPOS3 (UnityEngine.Transform),2,ENDPOS3,361.6
