ENDPOS4 (UnityEngine.Transform),1.25,Controller (right),5.744444
ENDPOS1 (UnityEngine.Transform),2,Controller (right),8.666667
ENDPOS2 (UnityEngine.Transform),1.5,Controller (right),11.93333
ENDPOS1 (UnityEngine.Transform),1.75,Controller (right),15.58889
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),20.44444
ENDPOS4 (UnityEngine.Transform),1.25,Controller (right),24.28889
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),27.43333
ENDPOS2 (UnityEngine.Transform),2,Controller (right),31.68889
ENDPOS4 (UnityEngine.Transform),1.25,Controller (right),36.03333
ENDPOS5 (UnityEngine.Transform),2,Controller (right),39.81111
ENDPOS1 (UnityEngine.Transform),2,Controller (right),43.82222
ENDPOS4 (UnityEngine.Transform),1.5,Controller (right),46.15556
ENDPOS3 (UnityEngine.Transform),1.5,Controller (right),49.18889
ENDPOS4 (UnityEngine.Transform),1,Controller (right),53.98889
ENDPOS2 (UnityEngine.Transform),1.5,ENDPOS2,58.53334
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),62.1
ENDPOS5 (UnityEngine.Transform),1,Controller (right),65.61111
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),68.96667
ENDPOS5 (UnityEngine.Transform),1,Controller (right),72.07778
ENDPOS5 (UnityEngine.Transform),1.75,Controller (right),74.24445
ENDPOS1 (UnityEngine.Transform),1.75,ENDPOS1,78.78889
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),81.44444
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),84.93333
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),89.31111
ENDPOS5 (UnityEngine.Transform),1,Controller (right),93.03333
ENDPOS5 (UnityEngine.Transform),1.75,Controller (right),95.83334
ENDPOS1 (UnityEngine.Transform),1,Controller (right),100.1667
ENDPOS5 (UnityEngine.Transform),2,ENDPOS5,103.7556
ENDPOS2 (UnityEngine.Transform),1.25,Controller (right),108.7333
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),113.3111
ENDPOS3 (UnityEngine.Transform),1,Controller (right),117.2778
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),120.9556
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),124.3222
ENDPOS3 (UnityEngine.Transform),2,ENDPOS3,127.5444
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),130.5111
ENDPOS3 (UnityEngine.Transform),2,Controller (right),134.5444
ENDPOS2 (UnityEngine.Transform),1,ENDPOS2,139.5
ENDPOS2 (UnityEngine.Transform),1,Controller (right),144.0111
ENDPOS5 (UnityEngine.Transform),1.75,Controller (right),147.2222
ENDPOS1 (UnityEngine.Transform),1,Controller (right),152.3778
ENDPOS3 (UnityEngine.Transform),1.75,ENDPOS3,154.9222
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),158.5667
ENDPOS2 (UnityEngine.Transform),1.5,Controller (right),163.0889
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,167.2333
ENDPOS3 (UnityEngine.Transform),1.5,Controller (right),172.3556
ENDPOS2 (UnityEngine.Transform),2,Controller (right),176.9111
ENDPOS2 (UnityEngine.Transform),1.75,Controller (right),181.6556
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),185.8222
ENDPOS5 (UnityEngine.Transform),2,ENDPOS5,188.7556
ENDPOS4 (UnityEngine.Transform),1,Controller (right),192.9333
ENDPOS3 (UnityEngine.Transform),1.75,Controller (right),195.8
ENDPOS3 (UnityEngine.Transform),1.75,Controller (right),199.1889
ENDPOS2 (UnityEngine.Transform),1.25,Controller (right),202.2
ENDPOS1 (UnityEngine.Transform),1.75,Controller (right),206.8333
ENDPOS3 (UnityEngine.Transform),1,Controller (right),209.2556
ENDPOS1 (UnityEngine.Transform),2,Controller (right),211.7111
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),214.6556
ENDPOS2 (UnityEngine.Transform),1.75,Controller (right),218.8556
ENDPOS1 (UnityEngine.Transform),2,Controller (right),222.6111
ENDPOS2 (UnityEngine.Transform),1.5,Controller (right),225.1333
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),228.6889
ENDPOS2 (UnityEngine.Transform),1,Controller (right),231.0778
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,234.5889
ENDPOS4 (UnityEngine.Transform),1.5,Controller (right),239.2333
ENDPOS3 (UnityEngine.Transform),2,Controller (right),242.6111
ENDPOS2 (UnityEngine.Transform),1.25,Controller (right),246.9778
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,249.4556
ENDPOS2 (UnityEngine.Transform),1.75,Controller (right),253.0556
ENDPOS2 (UnityEngine.Transform),1.75,Controller (right),256.5111
ENDPOS4 (UnityEngine.Transform),1.75,Controller (right),258.6
ENDPOS3 (UnityEngine.Transform),2,Controller (right),263.0111
ENDPOS5 (UnityEngine.Transform),1,Controller (right),267.1222
ENDPOS4 (UnityEngine.Transform),1.5,Controller (right),270.0111
ENDPOS4 (UnityEngine.Transform),1,Controller (right),272.3556
ENDPOS3 (UnityEngine.Transform),1.5,Controller (right),275.6222
ENDPOS5 (UnityEngine.Transform),1.75,ENDPOS5,278.6555
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),282.9445
ENDPOS1 (UnityEngine.Transform),1,Controller (right),286.8111
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),290.2444
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),294.8667
ENDPOS4 (UnityEngine.Transform),1.75,ENDPOS4,297.7556
ENDPOS4 (UnityEngine.Transform),1.75,Controller (right),302.7444
ENDPOS3 (UnityEngine.Transform),1,Controller (right),308.0778
ENDPOS3 (UnityEngine.Transform),1.75,ENDPOS3,310.0334
ENDPOS4 (UnityEngine.Transform),1.25,Controller (right),312.8333
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),317.4333
ENDPOS4 (UnityEngine.Transform),1.5,Controller (right),319.6555
ENDPOS3 (UnityEngine.Transform),1,Controller (right),324.0222
ENDPOS1 (UnityEngine.Transform),1,Controller (right),327.4778
ENDPOS2 (UnityEngine.Transform),1.25,Controller (right),330.8222
ENDPOS4 (UnityEngine.Transform),1,Controller (right),335.0334
ENDPOS2 (UnityEngine.Transform),2,Controller (right),339.0889
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),342.9222
ENDPOS4 (UnityEngine.Transform),1.75,Controller (right),345.9556
ENDPOS5 (UnityEngine.Transform),2,ENDPOS5,348.9333
ENDPOS1 (UnityEngine.Transform),1.75,Controller (right),353.7556
ENDPOS2 (UnityEngine.Transform),2,ENDPOS2,358.7
ENDPOS3 (UnityEngine.Transform),1.5,Controller (right),363.1
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,366.7222
ENDPOS2 (UnityEngine.Transform),1,Controller (right),371.4778
